film_id,title,COUNT(rental.inventory_id)
140,"CHEAPER CLYDE",5
650,"PACIFIC AMISTAD",5
110,"CABIN FLASH",5
17,"ALONE TRIP",5
491,"JUMPING WRATH",5
1,"ACADEMY DINOSAUR",5
68,"BETRAYED REAR",5
145,"CHISUM BEHAVIOR",5
285,"ENGLISH BULWORTH",5
961,"WASH HEAVENLY",5
131,"CENTER DINOSAUR",5
603,"MOVIE SHAKESPEARE",5
650,"PACIFIC AMISTAD",5
169,"COMFORTS RUSH",5
19,"AMADEUS HOLY",5
1000,"ZORRO ARK",5
800,"SINNERS ATLANTIS",5
966,"WEDDING APOLLO",5
387,"GUN BONNIE",5
190,"CREEPERS KANE",5
595,"MOON BUNCH",5
292,"EXCITEMENT EVE",5
715,"RANGE MOONWALKER",5
760,"SAMURAI LION",5
963,"WATCH TRACY",5
127,"CAT CONEHEADS",5
176,"CONGENIALITY QUEST",5
805,"SLEEPLESS MONSOON",5
349,"GANGS PRIDE",5
617,"NATURAL STOCK",5
210,"DARKO DORADO",5
964,"WATERFRONT DELIVERANCE",5
177,"CONNECTICUT TRAMP",5
673,"PERSONAL LADYBUGS",5
571,"METAL ARMAGEDDON",5
28,"ANTHEM LUKE",5
803,"SLACKER LIAISONS",5
254,"DRIVER ANNIE",5
898,"TOURIST PELICAN",5
228,"DETECTIVE VISION",5
181,"CONTACT ANONYMOUS",5
101,"BROTHERHOOD BLANKET",5
561,"MASK PEACH",5
764,"SATURDAY LAMBS",5
412,"HEAVYWEIGHTS BEAST",5
953,"WAIT CIDER",5
880,"TELEMARK HEARTBREAKERS",5
906,"TRAMP OTHERS",5
191,"CROOKED FROGMEN",5
473,"JACKET FRISCO",5
103,"BUCKET BROTHERHOOD",5
307,"FELLOWSHIP AUTUMN",5
951,"VOYAGE LEGALLY",5
628,"NORTHWEST POLISH",5
878,"TEEN APOLLO",5
915,"TRUMAN CRAZY",5
686,"PLUTO OLEANDER",5
732,"RINGS HEARTBREAKERS",5
467,"INTRIGUE WORST",5
838,"STAGECOACH ARMAGEDDON",5
956,"WANDA CHAMBER",5
46,"AUTUMN CROW",5
575,"MIDSUMMER GROUNDHOG",5
634,"ODDS BOOGIE",5
994,"WYOMING STORM",5
537,"LOVER TRUMAN",5
598,"MOSQUITO ARMAGEDDON",5
735,"ROBBERS JOON",5
48,"BACKLASH UNDEFEATED",5
368,"GONE TROUBLE",5
86,"BOOGIE AMELIE",5
483,"JERICHO MULAN",5
274,"EGG IGBY",5
247,"DOWNHILL ENOUGH",5
908,"TRAP GUYS",5
322,"FLATLINERS KILLER",5
40,"ARMY FLINTSTONES",5
374,"GRAFFITI LOVE",5
109,"BUTTERFLY CHOCOLAT",5
78,"BLACKOUT PRIVATE",5
788,"SHIP WONDERLAND",5
703,"PUNK DIVORCE",5
650,"PACIFIC AMISTAD",5
556,"MALTESE HOPE",5
926,"UNTOUCHABLES SUNRISE",5
3,"ADAPTATION HOLES",5
746,"ROUGE SQUAD",5
329,"FORREST SONS",5
661,"PAST SUICIDES",5
496,"KICK SAVANNAH",5
285,"ENGLISH BULWORTH",5
603,"MOVIE SHAKESPEARE",5
650,"PACIFIC AMISTAD",5
111,"CADDYSHACK JEDI",5
850,"STORY SIDE",5
83,"BLUES INSTINCT",5
486,"JET NEIGHBORS",5
924,"UNFORGIVEN ZOOLANDER",5
748,"RUGRATS SHAKESPEARE",5
213,"DATE SPEED",5
387,"GUN BONNIE",5
167,"COMA HEAD",5
715,"RANGE MOONWALKER",5
176,"CONGENIALITY QUEST",5
100,"BROOKLYN DESERT",5
301,"FAMILY SWEET",5
554,"MALKOVICH PET",5
805,"SLEEPLESS MONSOON",5
349,"GANGS PRIDE",5
103,"BUCKET BROTHERHOOD",5
654,"PANKY SUBMARINE",5
28,"ANTHEM LUKE",5
551,"MAIDEN HOME",5
228,"DETECTIVE VISION",5
129,"CAUSE DATE",5
668,"PEAK FOREVER",5
101,"BROTHERHOOD BLANKET",5
304,"FARGO GANDHI",5
818,"SOMETHING DUCK",5
229,"DEVIL DESIRE",5
865,"SUNRISE LEAGUE",5
45,"ATTRACTION NEWTON",5
578,"MILLION ACE",5
627,"NORTH TEQUILA",5
410,"HEAVEN FREEDOM",5
738,"ROCKETEER MOTHER",5
131,"CENTER DINOSAUR",5
103,"BUCKET BROTHERHOOD",5
628,"NORTHWEST POLISH",5
732,"RINGS HEARTBREAKERS",5
184,"CORE SUIT",5
54,"BANGER PINOCCHIO",5
838,"STAGECOACH ARMAGEDDON",5
638,"OPERATION OPERATION",5
767,"SCALAWAG DUCK",5
992,"WRATH MILE",5
428,"HOMICIDE PEACH",5
914,"TROUBLE DATE",5
688,"POLISH BROOKLYN",5
5,"AFRICAN EGG",5
138,"CHARIOTS CONSPIRACY",5
48,"BACKLASH UNDEFEATED",5
641,"ORANGE GRAPES",5
772,"SEA VIRGIN",5
415,"HIGH ENCINO",5
887,"THIEF PELICAN",5
256,"DROP WATERFRONT",5
910,"TREATMENT JEKYLL",5
374,"GRAFFITI LOVE",5
309,"FEUD FROGMEN",5
851,"STRAIGHT HOURS",5
578,"MILLION ACE",5
828,"SPIKING ELEMENT",5
249,"DRACULA CRYSTAL",5
921,"UNCUT SUICIDES",5
733,"RIVER OUTLAW",5
140,"CHEAPER CLYDE",5
204,"DALMATIONS SWEDEN",5
43,"ATLANTIS CAUSE",5
111,"CADDYSHACK JEDI",5
82,"BLOOD ARGONAUTS",5
646,"OUTBREAK DIVINE",5
927,"UPRISING UPTOWN",5
132,"CHAINSAW UPTOWN",5
496,"KICK SAVANNAH",5
559,"MARRIED GO",5
6,"AGENT TRUMAN",5
429,"HONEY TIES",5
882,"TENENBAUMS COMMAND",5
385,"GROUNDHOG UNCUT",5
344,"FURY MURDER",5
